Chapter,Type,Type#,Formula#,Path,latex
11,11.16,Theorem,1,real_and_complex/11.16 Theorem_11_1.jpg,$\left\|u_{r}\right\|_{p} \leq\|f\|_{p} \quad(0 \leq r<1)$
12,12.9,Theorem,1,real_and_complex/12.9 Theorem_12_1.jpg,"$\Omega=\left\{x+i y:|y|<\frac{\pi}{2}\right\}, \quad \bar{\Omega}=\left\{x+i y:|y| \leq \frac{\pi}{2}\right\}$"
19,19.11,Theorem,19,real_and_complex/19.11 Theorem_19_19.jpg,"$|f(z)| \leq e^{A|z|}, \quad$ with $A=2+\sum_{n=1}^{\infty} \lambda_{n}$."
6,6.10,The,9,real_and_complex/6.10 The Theorem_6_9.jpg,"$A=\{x: 0 \leq g(x)<1\}, \quad B=\{x: g(x)=1\}$"
13,13.1,Definition,1,real_and_complex/13.1 Definition_13_1.jpg,"$\varphi\left(r e^{i \theta}\right)=\left(\frac{2 r \cos \theta}{r^{2}+1}, \frac{2 r \sin \theta}{r^{2}+1}, \frac{r^{2}-1}{r^{2}+1}\right)$"
15,15.23,Theorem,1,real_and_complex/15.23 Theorem_15_1.jpg,$\sum_{n=1}^{\infty}\left(1-\left|\alpha_{n}\right|\right)<\infty$
7,7.18,Theorem,3,real_and_complex/7.18 Theorem_7_3.jpg,$g(x)=x+f(x) \quad(a \leq x \leq b)$.
7,7.18,Theorem,2,real_and_complex/7.18 Theorem_7_2.jpg,$\sum_{i}\left(f\left(\beta_{i}\right)-f\left(\alpha_{i}\right)\right) \leq \epsilon$
8,8.14,Theorem,8,real_and_complex/8.14 Theorem_8_8.jpg,"since
\[
\int_{-\infty}^{\infty}|f(x-y)| d x=\|f\|_{1}
\]"
6,6.10,The,8,real_and_complex/6.10 The Theorem_6_8.jpg,$\int_{X}(1-g) f d \lambda=\int_{X} f g w d \mu$.
19,19.11,Theorem,18,real_and_complex/19.11 Theorem_19_18.jpg,$\frac{\sin z}{z}=\frac{1}{2} \int_{-1}^{1} e^{i t z} d t$
10,10.24,The,2,real_and_complex/10.24 The Maximum Modulus Theorem_10_2.jpg,$|f(a)| \geq \min _{\theta}\left|f\left(a+r e^{i \theta}\right)\right|$
8,8.1,Definition,1,real_and_complex/8.1 Definition_8_1.jpg,"$A=\bigcup_{i=1}^{\infty} A_{i}, \quad B=\bigcap_{i=1}^{\infty} B_{i}$,"
7,7.23,Lemma,1,real_and_complex/7.23 Lemma_7_1.jpg,$|F(x)-x|<\epsilon$
9,9.15,Remark,1,real_and_complex/9.15 Remark_9_1.jpg,$f-P f \perp P g \quad\left(f\right.$ and $\left.g \in L^{2}\right)$
11,11.8,Theorem,4,real_and_complex/11.8 Theorem_11_4.jpg,$g\left(e^{i \theta}\right)=\sum_{n=-N}^{N} c_{n} e^{i n \theta}$
9,9.1,Definition,1,real_and_complex/9.1 Definition_9_1.jpg,$\int_{-\infty}^{\infty} f(x) d m(x)=\frac{1}{\sqrt{2 \pi}} \int_{-\infty}^{\infty} f(x) d x$
14,14.13,Theorem,4,real_and_complex/14.13 Theorem_14_4.jpg,"$A=\frac{1}{r}+\alpha_{1} r, \quad B=\frac{1}{r}-\alpha_{1} r$."
18,18.3,Theorem,2,real_and_complex/18.3 Theorem_18_2.jpg,$\left\|(e+x)^{-1}-e+x\right\| \leq \frac{\|x\|^{2}}{1-\|x\|}$
14,14.22,Theorem,3,real_and_complex/14.22 Theorem_14_3.jpg,$\alpha=\frac{\log R_{2}}{\log R_{1}}$
6,6.19,Theorem,9,real_and_complex/6.19 Theorem_6_9.jpg,"$\Lambda f=\sup \left\{|\Phi(h)|: h \in C_{c}(X),|h| \leq f\right\}$"
15,15.19,Theorem,4,real_and_complex/15.19 Theorem_15_4.jpg,$\mu_{r}(f) \rightarrow \log |f| \quad$ as $\quad r \rightarrow 0$
17,17.23,Theorem,1,real_and_complex/17.23 Theorem_17_1.jpg,$Y=M_{f} H^{2}$
3,3.13,Theorem,1,real_and_complex/3.13 Theorem_3_1.jpg,$\mu(\{x: s(x) \neq 0\})<\infty$.
5,5.18,Proof,6,real_and_complex/5.18 Proof of Theorem_5_6.jpg,$F(x)=U(x)-i U(i x) \quad(x \in X)$
4,4.23,Definition,4,real_and_complex/4.23 Definition_4_4.jpg,$f(t)=a_{0}+\sum_{n=1}^{N}\left(a_{n} \cos n t+b_{n} \sin n t\right) \quad\left(t \in R^{1}\right)$
7,7.22,Definition,6,real_and_complex/7.22 Definition_7_6.jpg,$\Delta\left(T^{\prime}(x)\right)=\left|J_{T}(x)\right|$.
20,20.2,Lemma,9,real_and_complex/20.2 Lemma_20_9.jpg,"\[
|b|<4 r \text {. }
\]
"
20,20.5,Theorem,12,real_and_complex/20.5 Theorem_20_12.jpg,$\Phi(z)-f(z)=\iint[f(z-\zeta)-f(z)] A(\zeta) d \xi d \eta$
2,2.17,Theorem,6,real_and_complex/2.17 Theorem_2_6.jpg,"$Q(a ; \delta)=\left\{x: \alpha_{i} \leq \xi_{i}<\alpha_{i}+\delta, 1 \leq i \leq k\right\}$"
11,11.23,Theorem,3,real_and_complex/11.23 Theorem_11_3.jpg,$|P[f]| \leq P[|f|]=P[d \mu]$.
2,2.10,Theorem,2,real_and_complex/2.10 Theorem_2_2.jpg,$f \prec V$
14,14.10,Definition,2,real_and_complex/14.10 Definition_14_2.jpg,$f(z)=z+\sum_{n=2}^{\infty} a_{n} z^{n} \quad(z \in U)$
10,10.43,Theorem,4,real_and_complex/10.43 Theorem_10_4.jpg,$\operatorname{Res}(\varphi ; a)=m(a)$
18,18.1,Definition,6,real_and_complex/18.1 Definition_18_6.jpg,"\[
\|e\|=1
\]
"
18,18.1,Definition,4,real_and_complex/18.1 Definition_18_4.jpg,$x_{n} y_{n}-x y=\left(x_{n}-x\right) y_{n}+x\left(y_{n}-y\right)$.
3,3.5,Theorem,2,real_and_complex/3.5 Theorem_3_2.jpg,$\left\{\int_{X}(f+g)^{p} d \mu\right\}^{1 / p} \leq\left\{\int_{X} f^{p} d \mu\right\}^{1 / p}+\left\{\int_{X} g^{p} d \mu\right\}^{1 / p}$.
12,12.2,Theorem,1,real_and_complex/12.2 Theorem_12_1.jpg,$|f(z)| \leq|z| \quad(z \in U)$
8,8.16,Theorem,2,real_and_complex/8.16 Theorem_8_2.jpg,"$E^{t}=\{x \in X:(x, t) \in E\} \quad(0 \leq t<\infty)$"
11,11.23,Theorem,1,real_and_complex/11.23 Theorem_11_1.jpg,$\lim \frac{1}{\sigma(I)} \int_{I}|f| d \sigma=0$
2,2.17,Theorem,4,real_and_complex/2.17 Theorem_2_4.jpg,"$W=\left\{x: \alpha_{i}<\xi_{i}<\beta_{i}, 1 \leq i \leq k\right\}$"
20,20.5,Theorem,10,real_and_complex/20.5 Theorem_20_10.jpg,$\iint|\bar{\partial} A|=\frac{24}{15 \delta}<\frac{2}{\delta}$.
10,10.41,Definition,2,real_and_complex/10.41 Definition_10_2.jpg,$c_{1}=\operatorname{Res}(f ; a)$.
7,7.22,Definition,4,real_and_complex/7.22 Definition_7_4.jpg,$A^{\prime}(x)=A \quad\left(x \in R^{k}\right)$
2,2.13,Theorem,19,real_and_complex/2.13 Theorem_2_19.jpg,"$\mu\left(V_{i}\right)<\mu\left(E_{i}\right)+\frac{\epsilon}{n} \quad(i=1, \ldots, n)$"
10,10.22,Theorem,2,real_and_complex/10.22 Theorem_10_2.jpg,$\sum_{n=0}^{\infty}\left|c_{n}\right|^{2} r^{2 n}=\frac{1}{2 \pi} \int_{-\pi}^{\pi}\left|f\left(a+r e^{i \theta}\right)\right|^{2} d \theta$
5,5.18,Proof,4,real_and_complex/5.18 Proof of Theorem_5_4.jpg,$A_{x} \leq B_{y}$
4,4.23,Definition,6,real_and_complex/4.23 Definition_4_6.jpg,$u_{n}(t)=e^{i n t} \quad(n \in Z)$
18,18.20,Theorem,2,real_and_complex/18.20 Theorem_18_2.jpg,$\left|f\left(e^{i \theta}\right)-\sum_{n=0}^{N} P_{n}\left(e^{i \theta}\right) g^{n}\left(e^{i \theta}\right)\right|<\epsilon \quad\left(e^{i \theta} \in T\right)$
15,15.19,Theorem,6,real_and_complex/15.19 Theorem_15_6.jpg,$\lim _{r \rightarrow \infty} \frac{\log n(r)}{\log r}=k$
4,4.1,Definition,1,real_and_complex/4.1 Definition_4_1.jpg,"$(x-r \alpha y, x-r \alpha y)=(x, x)-r \alpha(y, x)-r \bar{\alpha}(x, y)+r^{2}(y, y)$."
14,14.22,Theorem,1,real_and_complex/14.22 Theorem_14_1.jpg,"$A_{1}=A\left(1, R_{1}\right), \quad A_{2}=A\left(1, R_{2}\right)$"
10,10.2,Definition,20,real_and_complex/10.2 Definition_10_20.jpg,$h^{\prime}\left(z_{0}\right)=g^{\prime}\left(f\left(z_{0}\right)\right) f^{\prime}\left(z_{0}\right) \quad\left(z_{0} \in \Omega\right)$.
2,2.22,Theorem,2,real_and_complex/2.22 Theorem_2_2.jpg,$\Delta(T)=|\operatorname{det} T|$.
14,14.13,Theorem,6,real_and_complex/14.13 Theorem_14_6.jpg,$\frac{u^{2}}{A^{2}}+\frac{v^{2}}{B^{2}}<1+\eta r^{3} \quad\left(z=r e^{i \theta}\right)$
9,9.1,Definition,3,real_and_complex/9.1 Definition_9_3.jpg,$(f * g)(x)=\int_{-\infty}^{\infty} f(x-y) g(y) d m(y) \quad\left(x \in R^{1}\right)$
5,5.15,Theorem,2,real_and_complex/5.15 Theorem_5_2.jpg,$\|\hat{f}\|_{\infty} \geq \delta\|f\|_{1}$
12,12.6,Theorem,5,real_and_complex/12.6 Theorem_12_5.jpg,$|f(z)|<1+|z|^{1 / 2}$
11,11.8,Theorem,6,real_and_complex/11.8 Theorem_11_6.jpg,$\left\|H g_{k}-H f\right\|_{\bar{U}}=\left\|H\left(g_{k}-f\right)\right\|_{\bar{U}} \rightarrow 0$
9,9.15,Remark,3,real_and_complex/9.15 Remark_9_3.jpg,"$\int_{-\infty}^{\infty}(f-P f) \cdot \overline{P g} \cdot e_{-\alpha} d m=0 \quad\left(f\right.$ and $\left.g \in L^{2}, \alpha \in R^{1}\right)$"
7,7.23,Lemma,3,real_and_complex/7.23 Lemma_7_3.jpg,$x \cdot(a-F(x))=x \cdot a+x \cdot(x-F(x))-1<|a|+\epsilon-1<0$.
12,12.9,Theorem,2,real_and_complex/12.9 Theorem_12_2.jpg,$|f(z)|<\exp \{A \exp (\alpha|x|)\} \quad(z=x+i y \in \Omega)$
11,11.16,Theorem,2,real_and_complex/11.16 Theorem_11_2.jpg,$\lim _{r \rightarrow 1}\left\|u_{r}-f\right\|_{p}=0$
1,1.24,and,2,real_and_complex/1.24 and Theorem_1_2.jpg,$\int_{X}(f+g) d \mu=\int_{X} f d \mu+\int_{X} g d \mu$
6,6.16,Theorem,9,real_and_complex/6.16 Theorem_6_9.jpg,$\Psi(F)=\Phi\left(w^{1 / p} F\right)$
15,15.23,Theorem,2,real_and_complex/15.23 Theorem_15_2.jpg,$|f| \prod_{n=1}^{n(r)} \frac{r}{\left|\alpha_{n}\right|}=\exp \left\{\frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|f\left(r e^{i \theta}\right)\right| d \theta\right\}$
16,16.14,Theorem,8,real_and_complex/16.14 Theorem_16_8.jpg,$\gamma_{1}(\theta)=\Phi\left(e^{-i \theta}\right)=\Phi\left(e^{i(2 \pi-\theta)}\right)=\Gamma(2 \pi-\theta)=\Gamma_{1}(\theta) \quad(0 \leq \theta \leq \pi)$
7,7.18,Theorem,1,real_and_complex/7.18 Theorem_7_1.jpg,$f(x)-f(a)=\int_{a}^{x} f^{\prime}(t) d t \quad(\alpha \leq x \leq b)$
15,15.23,Theorem,3,real_and_complex/15.23 Theorem_15_3.jpg,$|f| \prod_{n=1}^{k} \frac{r}{\left|\alpha_{n}\right|} \leq \exp \left\{\frac{1}{2 \pi} \int_{-\pi}^{\pi} \log ^{+}\left|f\left(r e^{i \theta}\right)\right| d \theta\right\}$.
5,5.2,Definition,4,real_and_complex/5.2 Definition_5_4.jpg,$\{x \in X:\|x\| \leq 1\}$
6,6.16,Theorem,8,real_and_complex/6.16 Theorem_6_8.jpg,$F \rightarrow w^{1 / p} F$
10,10.24,The,1,real_and_complex/10.24 The Maximum Modulus Theorem_10_1.jpg,$|f(a)| \leq \max _{\theta}\left|f\left(a+r e^{i \theta}\right)\right|$.
1,1.24,and,3,real_and_complex/1.24 and Theorem_1_3.jpg,"$\int_{X}(\alpha f) d \mu=\alpha \int_{X} f d \mu$,"
11,11.16,Theorem,3,real_and_complex/11.16 Theorem_11_3.jpg,$(M \mu)\left(e^{i \theta}\right)=\sup \frac{|\mu|(I)}{\sigma(I)}$
12,12.9,Theorem,3,real_and_complex/12.9 Theorem_12_3.jpg,$\left|f\left(x \pm \frac{\pi i}{2}\right)\right| \leq 1 \quad(-\infty<x<\infty)$.
8,8.1,Definition,2,real_and_complex/8.1 Definition_8_2.jpg,"$E_{x}=\{y:(x, y) \in E\}, \quad E^{y}=\{x:(x, y) \in E\}$"
12,12.6,Theorem,4,real_and_complex/12.6 Theorem_12_4.jpg,$f\left(x \pm \frac{\pi i}{2}\right)=\exp \left( \pm i e^{x}\right)$
9,9.15,Remark,2,real_and_complex/9.15 Remark_9_2.jpg,"$f-P f \perp(P g) e_{\alpha} \quad\left(f\right.$ and $\left.g \in L^{2}, \alpha \in R^{1}\right)$."
18,18.3,Theorem,1,real_and_complex/18.3 Theorem_18_1.jpg,$(e+x)^{-1}=\sum_{n=0}^{\infty}(-1)^{n} x^{n}$
14,14.13,Theorem,7,real_and_complex/14.13 Theorem_14_7.jpg,$\pi A B\left(1+\eta r^{3}\right)=\pi\left(\frac{1}{r}+\alpha_{1} r\right)\left(\frac{1}{r}-\alpha_{1} r\right)\left(1+\eta r^{3}\right) \leq \frac{\pi}{r^{2}}\left(1+\eta r^{3}\right)$
2,2.22,Theorem,3,real_and_complex/2.22 Theorem_2_3.jpg,"$\xi_{1} \leq \xi_{2}<\xi_{1}+1, \quad 0 \leq \xi_{i}<1 \quad$ if $\quad i \neq 2$"
5,5.15,Theorem,3,real_and_complex/5.15 Theorem_5_3.jpg,$\left\|\hat{D}_{n}\right\|_{\infty} \geq \delta\left\|D_{n}\right\|_{1}$
9,9.1,Definition,2,real_and_complex/9.1 Definition_9_2.jpg,$\|f\|_{p}=\left\{\int_{-\infty}^{\infty}|f(x)|^{p} d m(x)\right\}^{1 / p} \quad(1 \leq p<\infty)$
14,14.22,Theorem,0,real_and_complex/14.22 Theorem_14_0.jpg,$\alpha=\frac{1}{2 \pi i} \int_{y} \frac{f^{\prime}(z)}{f(z)} d z=\operatorname{Ind}_{\Gamma}$.
18,18.20,Theorem,3,real_and_complex/18.20 Theorem_18_3.jpg,$\sum_{n=0}^{N} P_{n} g^{n}$
17,17.23,Theorem,2,real_and_complex/17.23 Theorem_17_2.jpg,$M_{f} Q_{f}=\varphi M_{h} Q_{h}$
4,4.23,Definition,7,real_and_complex/4.23 Definition_4_7.jpg,$Q_{k}(t) \leq Q_{k}(\delta) \leq \frac{\pi(k+1)}{2}\left(\frac{1+\cos \delta}{2}\right)^{k} \quad(0<\delta \leq|t| \leq \pi)$
10,10.22,Theorem,3,real_and_complex/10.22 Theorem_10_3.jpg,$f\left(a+r e^{i \theta}\right)=\sum_{n=0}^{\infty} c_{n} r^{n} e^{i n \theta}$
5,5.18,Proof,5,real_and_complex/5.18 Proof of Theorem_5_5.jpg,"$f(x)-f(y)=f(x-y) \leq\|x-y\| \leq\left\|x-x_{0}\right\|+\left\|y-x_{0}\right\|$,"
2,2.13,Theorem,18,real_and_complex/2.13 Theorem_2_18.jpg,"$E_{i}=\left\{x: y_{i-1}<f(x) \leq y_{i}\right\} \cap K \quad(i=1, \ldots, n)$"
7,7.22,Definition,5,real_and_complex/7.22 Definition_7_5.jpg,$\frac{m(T(E))}{m(E)} \sim \Delta\left(T^{\prime}(x)\right)$
10,10.41,Definition,3,real_and_complex/10.41 Definition_10_3.jpg,$\frac{1}{2 \pi i} \int_{\Gamma} Q(z) d z=c_{1} \operatorname{Ind}_{\Gamma}(a)=\operatorname{Res}(Q ; a) \operatorname{Ind}_{\Gamma}(a)$.
20,20.5,Theorem,11,real_and_complex/20.5 Theorem_20_11.jpg,$\Phi(z)=\iint f(z-\zeta) A(\zeta) d \xi d \eta=\iint A(z-\zeta) f(\zeta) d \xi d \eta$
2,2.17,Theorem,5,real_and_complex/2.17 Theorem_2_5.jpg,$\operatorname{vol}(W)=\prod_{i=1}^{k}\left(\beta_{i}-\alpha_{i}\right)$
2,2.10,Theorem,1,real_and_complex/2.10 Theorem_2_1.jpg,$K \prec f$
8,8.16,Theorem,3,real_and_complex/8.16 Theorem_8_3.jpg,"$\mu\left(E^{t}\right)=\int_{X} \chi_{E}(x, t) d \mu(x)$"
3,3.5,Theorem,3,real_and_complex/3.5 Theorem_3_3.jpg,"$F=\frac{f}{A}, \quad G=\frac{g}{B}$."
10,10.43,Theorem,7,real_and_complex/10.43 Theorem_10_7.jpg,$\lim _{A \rightarrow \infty} \int_{-A}^{A} \frac{\sin x}{x} e^{i t x} d x=\left\{\begin{array}{ll}\pi & \text { if }-1<t<1 \\ 0 & \text { if }|t|>1 .\end{array}\right.$
14,14.10,Definition,1,real_and_complex/14.10 Definition_14_1.jpg,"$f=0, \quad f^{\prime}=1$"
18,18.1,Definition,5,real_and_complex/18.1 Definition_18_5.jpg,$x e=e x=x \quad(x \in A)$.
